Company Name,Job Opening Title,Description,Skills Needed,Level,Hiring Manager,Company Review,Estimated Salary (INR),Job Location,Employment Type,Experience Required,Education Required,Application Deadline,Job Posting Date,Company Size,Remote Option,Contact Information
HCL Technologies,System Analyst,"As a System Analyst, you will be responsible for evaluating and improving IT systems to ensure they meet the needs of the business and enhance operational efficiency. Your role involves working with stakeholders to gather and analyze business requirements, assessing existing systems, and recommending solutions to address identified issues and opportunities.

    You will conduct detailed analyses of business processes, workflows, and system performance to identify areas for improvement. This includes creating functional specifications, developing system diagrams, and documenting requirements to support the development and implementation of new systems or system enhancements.

    Additionally, you will work closely with development teams to ensure that technical solutions align with business requirements and deliver value. This may involve creating user stories, defining acceptance criteria, and participating in testing and validation processes to ensure that solutions meet the needs of end-users.

    Your role will also involve troubleshooting and resolving issues with existing systems, providing support to users, and managing change requests to ensure that system modifications are implemented effectively. Strong analytical skills, attention to detail, and the ability to communicate complex concepts clearly will be essential for success in this role.

    By leveraging your expertise, you will play a key role in driving system improvements and ensuring that IT systems support the organization’s goals and objectives. Your ability to bridge the gap between business needs and technical solutions will be crucial in delivering effective and efficient systems.","Business Analysis, System Design, Requirements Elicitation",Entry-Level,Swati Patel,4.058046165011084,1104000,Chandigarh,Part-Time,Entry-Level,MBA,2024-03-06,2024-06-13,Large,Yes,wakeeta.chaudhry@hcltechnologies.com
Infosys,System Analyst,"As a System Analyst, you will be responsible for evaluating and improving IT systems to ensure they meet the needs of the business and enhance operational efficiency. Your role involves working with stakeholders to gather and analyze business requirements, assessing existing systems, and recommending solutions to address identified issues and opportunities.

    You will conduct detailed analyses of business processes, workflows, and system performance to identify areas for improvement. This includes creating functional specifications, developing system diagrams, and documenting requirements to support the development and implementation of new systems or system enhancements.

    Additionally, you will work closely with development teams to ensure that technical solutions align with business requirements and deliver value. This may involve creating user stories, defining acceptance criteria, and participating in testing and validation processes to ensure that solutions meet the needs of end-users.

    Your role will also involve troubleshooting and resolving issues with existing systems, providing support to users, and managing change requests to ensure that system modifications are implemented effectively. Strong analytical skills, attention to detail, and the ability to communicate complex concepts clearly will be essential for success in this role.

    By leveraging your expertise, you will play a key role in driving system improvements and ensuring that IT systems support the organization’s goals and objectives. Your ability to bridge the gap between business needs and technical solutions will be crucial in delivering effective and efficient systems.","System Design, Documentation, Requirements Elicitation, Testing",Entry-Level,Siddharth Jain,3.132298192091131,540000,Surat,Part-Time,Entry-Level,MBA,2024-08-24,2024-01-11,Medium,No,tanay.swamy@infosys.com
Infosys,Data Scientist,"As a Data Scientist, you will play a pivotal role in harnessing the power of data to drive business decisions and strategies. Your primary responsibility will be to analyze and interpret complex data sets, which involves using advanced statistical techniques, machine learning algorithms, and data mining methods to uncover actionable insights. You will work closely with various departments, including marketing, finance, and operations, to understand their data needs and deliver solutions that enhance decision-making processes.

    In this role, you will be expected to develop and deploy predictive models that forecast trends, behaviors, and outcomes. This includes feature engineering, model selection, and hyperparameter tuning to achieve optimal performance. Your analytical skills will be critical in identifying patterns and correlations within large data sets, which will inform strategic business initiatives and operational improvements.

    Additionally, you will create comprehensive reports and visualizations to communicate your findings to stakeholders in a clear and compelling manner. This involves translating complex technical concepts into actionable business recommendations and presenting your insights in a way that is understandable and relevant to non-technical audiences. Collaboration with data engineers and IT teams will also be part of your responsibilities to ensure the seamless integration of data systems and tools.

    You will be working with a variety of data sources and technologies, including SQL databases, big data platforms (such as Hadoop or Spark), and programming languages like Python or R. A strong understanding of statistical analysis, data wrangling, and machine learning techniques is essential for success in this role. Moreover, staying up-to-date with industry trends and advancements in data science will be crucial in continuously improving your skills and delivering high-quality results.

    Your role as a Data Scientist will require strong problem-solving abilities, critical thinking, and a passion for working with data to drive business success. By leveraging your expertise, you will contribute significantly to the organization's data-driven strategy and overall growth.","SQL, Statistics, Python, Machine Learning",Mid-Level,Kavita Joshi,3.788698977258351,1560000,Gurgaon,Full-Time,Mid-Level,MSc in Data Science,2024-06-26,2024-07-28,Large,Yes,alexander.sarraf@infosys.com
Mahindra & Mahindra,DevOps Engineer,"As a DevOps Engineer, you will be responsible for bridging the gap between development and operations by automating and optimizing deployment processes and managing infrastructure. Your role involves implementing and maintaining continuous integration and continuous delivery (CI/CD) pipelines, configuring and managing cloud-based infrastructure, and ensuring the reliability and scalability of systems.

    You will work closely with development teams to automate build and deployment processes, streamline software releases, and reduce manual intervention. This includes creating and managing scripts for automated deployments, monitoring system performance, and troubleshooting issues to ensure smooth and efficient operations.

    Additionally, you will be involved in managing infrastructure-as-code (IaC) using tools such as Terraform or Ansible, and ensuring the security and compliance of systems through effective configuration management and monitoring. You will also work on implementing and managing containerization technologies like Docker and Kubernetes to support scalable and resilient applications.

    Your role will require strong problem-solving skills, expertise in scripting languages (such as Bash or Python), and familiarity with cloud platforms (such as AWS, Azure, or Google Cloud). You will also need to stay current with industry trends and best practices in DevOps to continuously improve processes and adopt new technologies.

    Collaboration with development, operations, and IT security teams will be essential to ensure that DevOps practices are integrated effectively into the software development lifecycle. By optimizing deployment processes and managing infrastructure, you will play a crucial role in delivering high-quality software products and ensuring their reliable operation.","Kubernetes, CI/CD, Docker, Scripting, Linux",Senior,Amit Sharma,3.691471039102919,700000,Indore,Part-Time,Senior,MSc in Data Science,2024-03-04,2024-03-24,Medium,No,netra.sidhu@mahindra&mahindra.com
Mahindra & Mahindra,Artificial Intelligence Engineer,"As an Artificial Intelligence Engineer, you will be responsible for developing and deploying AI models and solutions that drive innovation and automation within the organization. Your role involves working with various AI techniques, such as natural language processing (NLP), computer vision, and neural networks, to create intelligent systems that solve complex problems.

    You will collaborate with data scientists, software engineers, and other stakeholders to design and implement AI models that meet business needs. This includes collecting and preprocessing data, selecting appropriate AI algorithms, and fine-tuning models to achieve high performance. Your work will involve applying advanced techniques such as deep learning, reinforcement learning, and generative models to create AI-driven applications.

    Additionally, you will be responsible for integrating AI models into production environments, ensuring that they operate efficiently and effectively. This includes monitoring model performance, addressing issues related to model drift, and continuously improving models based on feedback and new data. You will also work on developing AI-driven tools and applications that enhance business processes, improve customer experiences, and drive innovation.

    Your role will require strong programming skills in languages such as Python or Java, as well as experience with AI frameworks and libraries, such as TensorFlow, Keras, or OpenAI. A deep understanding of AI concepts, including machine learning, deep learning, and neural networks, will be essential for success in this role.

    By leveraging your expertise in artificial intelligence, you will play a key role in driving the organization’s AI strategy and ensuring that AI solutions deliver measurable business value. Your work will contribute to the organization’s ability to stay competitive in a rapidly evolving technological landscape.","AI, Computer Vision, NLP",Mid-Level,Swati Patel,3.803451541569188,807500,Jaipur,Full-Time,Mid-Level,MBA,2024-03-12,2024-06-11,Small,Yes,lajita.zacharia@mahindra&mahindra.com
HCL Technologies,Cloud Engineer,"As a Cloud Engineer, you will be responsible for designing, deploying, and managing cloud-based infrastructure and services to support the organization's IT needs. Your role involves working with cloud platforms, such as AWS, Azure, or Google Cloud, to create scalable and reliable cloud environments that meet business requirements.

    You will work on designing cloud architectures, including setting up and configuring cloud services, managing virtual machines, and implementing storage solutions. Your responsibilities will also include optimizing cloud resources for performance and cost-efficiency, ensuring the security and compliance of cloud environments, and automating cloud operations using tools such as Terraform or CloudFormation.

    Additionally, you will collaborate with development teams to integrate cloud services with applications, monitor cloud infrastructure for performance and availability, and troubleshoot issues as they arise. You will also be involved in developing and implementing disaster recovery and backup strategies to ensure data protection and continuity of operations.

    Your role will require strong technical skills in cloud computing technologies, as well as experience with scripting and automation. Familiarity with cloud security best practices, as well as relevant cloud certifications (such as AWS Certified Solutions Architect or Azure Certified Solutions Architect), will be valuable assets.

    By leveraging your expertise in cloud technologies, you will play a key role in enabling the organization to harness the benefits of cloud computing, including scalability, flexibility, and cost-efficiency, while ensuring the reliability and security of cloud-based systems and services.","Azure, DevOps, AWS",Senior,Vikram Singh,3.4634754537672645,990000,Bengaluru,Contract,Senior,BTech in IT,2024-03-19,2024-03-07,Small,No,nicholas.hayer@hcltechnologies.com
HCL Technologies,Machine Learning Engineer,"As a Machine Learning Engineer, you will be responsible for designing, developing, and deploying machine learning models and algorithms that drive data-driven insights and automation. Your role involves working with large datasets to build predictive models, optimize algorithms, and apply advanced machine learning techniques to solve complex problems.

    You will collaborate with data scientists and analysts to understand their requirements and develop machine learning solutions that meet their needs. This includes preprocessing and analyzing data, selecting appropriate machine learning algorithms, and fine-tuning models to achieve optimal performance.

    Additionally, you will be involved in implementing and integrating machine learning models into production systems, ensuring that they operate efficiently and effectively in real-world environments. Your responsibilities will also include monitoring model performance, conducting experiments to improve accuracy, and addressing issues related to model drift or degradation.

    Your role will require strong programming skills in languages such as Python or R, as well as experience with machine learning frameworks and libraries, such as TensorFlow, PyTorch, or scikit-learn. A solid understanding of statistical analysis, feature engineering, and model evaluation techniques will be essential for success in this role.

    By leveraging your expertise in machine learning, you will contribute to the organization’s ability to harness the power of data and drive innovation through advanced analytics and automation. Your work will play a critical role in enabling data-driven decision-making and creating intelligent solutions that deliver business value.","Deep Learning, Data Modeling, Python, TensorFlow",Entry-Level,Kavita Joshi,4.880169123800281,1120000,Hyderabad,Part-Time,Entry-Level,MSc in Data Science,2024-08-10,2024-03-06,Medium,Yes,amrita.mall@hcltechnologies.com
Infosys,QA Engineer,"As a QA Engineer, you will be responsible for ensuring the quality and reliability of software applications by conducting thorough testing and validation processes. Your role involves developing test plans, executing test cases, and identifying defects to ensure that software products meet specified requirements and standards.

    You will work closely with development teams to understand project requirements and create comprehensive test strategies that cover functional, regression, performance, and security testing. Your responsibilities will include writing and executing manual and automated test cases, reporting defects, and collaborating with developers to resolve issues.

    Additionally, you will be involved in setting up and maintaining test environments, using testing tools and frameworks to automate test processes, and continuously improving testing methodologies. You will also participate in code reviews, provide feedback on design and functionality, and ensure that testing is integrated into the development lifecycle from the early stages.

    Your role will require strong analytical skills, attention to detail, and proficiency in testing tools and frameworks such as Selenium, JUnit, or TestNG. Familiarity with software development methodologies, such as Agile or Scrum, will also be beneficial in effectively collaborating with cross-functional teams.

    By ensuring the quality and stability of software products, you will play a critical role in delivering high-quality solutions that meet user expectations and contribute to the organization’s success.","Bug Tracking, Test Automation, Performance Testing, Manual Testing",Senior,Nikhil Kapoor,3.390046865862998,813750,Hyderabad,Full-Time,Senior,MBA,2024-02-05,2024-05-24,Large,No,dev.varma@infosys.com
Wipro,Product Manager,"As a Product Manager, you will be responsible for overseeing the development, launch, and lifecycle of products within the organization. Your role involves coordinating with various teams, including engineering, marketing, and sales, to ensure that products are delivered successfully and meet market demands.

    You will lead the product development process from concept to launch, which includes conducting market research to identify customer needs and industry trends, defining product requirements, and creating detailed product roadmaps. Your responsibilities will involve working closely with stakeholders to prioritize features, set milestones, and manage the product backlog to ensure that development efforts align with business goals.

    Additionally, you will be responsible for monitoring product performance, gathering user feedback, and analyzing market data to make informed decisions about product enhancements and improvements. You will collaborate with marketing teams to develop go-to-market strategies, create product messaging, and support promotional activities to drive product adoption and growth.

    Your role will also include managing the product lifecycle, which involves overseeing product releases, coordinating with support teams to address customer issues, and making strategic decisions about product updates and discontinuation. Strong project management skills, strategic thinking, and the ability to communicate effectively with both technical and non-technical stakeholders will be essential for success in this role.

    You will be expected to stay up-to-date with industry trends and competitive landscape, leveraging your knowledge to drive innovation and ensure that products remain relevant and competitive in the market. Your role as a Product Manager will be instrumental in delivering high-impact products that contribute to the organization’s success and meet the needs of its customers.","Cross-Functional Collaboration, Strategic Planning, Project Management, Market Research, Product Development",Senior,Rohit Desai,4.645721671828527,1224000,Vadodara,Full-Time,Senior,MBA,2024-03-23,2024-01-18,Large,No,rehaan.din@wipro.com
Larsen & Toubro,QA Engineer,"As a QA Engineer, you will be responsible for ensuring the quality and reliability of software applications by conducting thorough testing and validation processes. Your role involves developing test plans, executing test cases, and identifying defects to ensure that software products meet specified requirements and standards.

    You will work closely with development teams to understand project requirements and create comprehensive test strategies that cover functional, regression, performance, and security testing. Your responsibilities will include writing and executing manual and automated test cases, reporting defects, and collaborating with developers to resolve issues.

    Additionally, you will be involved in setting up and maintaining test environments, using testing tools and frameworks to automate test processes, and continuously improving testing methodologies. You will also participate in code reviews, provide feedback on design and functionality, and ensure that testing is integrated into the development lifecycle from the early stages.

    Your role will require strong analytical skills, attention to detail, and proficiency in testing tools and frameworks such as Selenium, JUnit, or TestNG. Familiarity with software development methodologies, such as Agile or Scrum, will also be beneficial in effectively collaborating with cross-functional teams.

    By ensuring the quality and stability of software products, you will play a critical role in delivering high-quality solutions that meet user expectations and contribute to the organization’s success.","Test Automation, Bug Tracking, Manual Testing",Entry-Level,Kiran Rao,4.515735121861527,562500,Surat,Full-Time,Entry-Level,BTech in IT,2024-01-15,2024-01-21,Small,Yes,gaurangi.varghese@larsen&toubro.com
ICICI Bank,Cybersecurity Analyst,"As a Cybersecurity Analyst, you will be responsible for protecting the organization’s information systems and data from cyber threats and security breaches. Your role involves monitoring network and system activity for signs of suspicious behavior, implementing security measures, and responding to security incidents to mitigate risks.

    You will conduct regular security assessments, including vulnerability scans and penetration tests, to identify and address potential security weaknesses. This includes analyzing security logs, investigating security incidents, and developing strategies to enhance overall security posture. Your responsibilities will also involve staying current with the latest security threats, trends, and best practices to ensure that security measures are up-to-date and effective.

    Additionally, you will work closely with IT teams to implement and manage security tools and technologies, such as firewalls, intrusion detection systems, and encryption solutions. You will also be involved in developing and maintaining security policies and procedures, conducting security awareness training for employees, and ensuring compliance with relevant regulations and standards.

    Your role will require a strong understanding of cybersecurity principles, network security, and threat analysis. Familiarity with security frameworks and tools, as well as relevant certifications (such as CISSP or CEH), will be important for success in this role. Strong analytical skills, attention to detail, and the ability to respond quickly to security incidents will be essential.

    By ensuring the protection of the organization’s information systems, you will play a crucial role in maintaining data confidentiality, integrity, and availability, and safeguarding the organization from potential security threats and breaches.","Penetration Testing, Security Policies, Firewalls, Ethical Hacking, Network Security",Mid-Level,Ritika Sharma,4.120802805014375,671500,Vadodara,Part-Time,Mid-Level,MSc in Data Science,2024-01-31,2024-01-26,Small,Yes,samar.agate@icicibank.com
Mahindra & Mahindra,Product Manager,"As a Product Manager, you will be responsible for overseeing the development, launch, and lifecycle of products within the organization. Your role involves coordinating with various teams, including engineering, marketing, and sales, to ensure that products are delivered successfully and meet market demands.

    You will lead the product development process from concept to launch, which includes conducting market research to identify customer needs and industry trends, defining product requirements, and creating detailed product roadmaps. Your responsibilities will involve working closely with stakeholders to prioritize features, set milestones, and manage the product backlog to ensure that development efforts align with business goals.

    Additionally, you will be responsible for monitoring product performance, gathering user feedback, and analyzing market data to make informed decisions about product enhancements and improvements. You will collaborate with marketing teams to develop go-to-market strategies, create product messaging, and support promotional activities to drive product adoption and growth.

    Your role will also include managing the product lifecycle, which involves overseeing product releases, coordinating with support teams to address customer issues, and making strategic decisions about product updates and discontinuation. Strong project management skills, strategic thinking, and the ability to communicate effectively with both technical and non-technical stakeholders will be essential for success in this role.

    You will be expected to stay up-to-date with industry trends and competitive landscape, leveraging your knowledge to drive innovation and ensure that products remain relevant and competitive in the market. Your role as a Product Manager will be instrumental in delivering high-impact products that contribute to the organization’s success and meet the needs of its customers.","Project Management, Strategic Planning, Market Research, Product Development",Mid-Level,Aakash Agarwal,3.6129320256732047,1176000,Delhi,Part-Time,Mid-Level,MBA,2024-01-11,2024-03-08,Medium,No,om.kale@mahindra&mahindra.com
Tata Consultancy Services,Data Scientist,"As a Data Scientist, you will play a pivotal role in harnessing the power of data to drive business decisions and strategies. Your primary responsibility will be to analyze and interpret complex data sets, which involves using advanced statistical techniques, machine learning algorithms, and data mining methods to uncover actionable insights. You will work closely with various departments, including marketing, finance, and operations, to understand their data needs and deliver solutions that enhance decision-making processes.

    In this role, you will be expected to develop and deploy predictive models that forecast trends, behaviors, and outcomes. This includes feature engineering, model selection, and hyperparameter tuning to achieve optimal performance. Your analytical skills will be critical in identifying patterns and correlations within large data sets, which will inform strategic business initiatives and operational improvements.

    Additionally, you will create comprehensive reports and visualizations to communicate your findings to stakeholders in a clear and compelling manner. This involves translating complex technical concepts into actionable business recommendations and presenting your insights in a way that is understandable and relevant to non-technical audiences. Collaboration with data engineers and IT teams will also be part of your responsibilities to ensure the seamless integration of data systems and tools.

    You will be working with a variety of data sources and technologies, including SQL databases, big data platforms (such as Hadoop or Spark), and programming languages like Python or R. A strong understanding of statistical analysis, data wrangling, and machine learning techniques is essential for success in this role. Moreover, staying up-to-date with industry trends and advancements in data science will be crucial in continuously improving your skills and delivering high-quality results.

    Your role as a Data Scientist will require strong problem-solving abilities, critical thinking, and a passion for working with data to drive business success. By leveraging your expertise, you will contribute significantly to the organization's data-driven strategy and overall growth.","Python, Statistics, Machine Learning",Entry-Level,Sneha Gupta,3.4117546259761364,1320000,Hyderabad,Contract,Entry-Level,BTech in CS,2024-01-01,2024-02-15,Large,Yes,mohammed.murthy@tataconsultancyservices.com
HCL Technologies,Technical Writer,"As a Technical Writer, you will be responsible for creating and maintaining technical documentation that effectively communicates complex information to users and stakeholders. Your role involves working closely with product managers, developers, and subject matter experts to gather information and translate it into clear, concise, and accurate documentation.

    You will create a variety of technical documents, including user manuals, installation guides, API documentation, and release notes. Your responsibilities will include organizing and structuring content, ensuring consistency in style and terminology, and adhering to documentation standards and guidelines.

    Additionally, you will be involved in reviewing and editing existing documentation to ensure accuracy, clarity, and completeness. You will also work on developing templates, style guides, and documentation processes to improve the efficiency and quality of documentation efforts.

    Your role will require strong writing and editing skills, as well as the ability to understand and communicate technical concepts to both technical and non-technical audiences. Proficiency in documentation tools, such as MadCap Flare, Adobe FrameMaker, or Markdown, will be valuable in creating and managing documentation.

    By providing clear and comprehensive technical documentation, you will play a key role in ensuring that users and stakeholders can effectively use and understand the organization’s products and systems.","Content Creation, Software Documentation, User Guides, Technical Documentation, Editing",Senior,Nikhil Kapoor,4.597623291670107,570000,Gurgaon,Contract,Senior,MSc in Data Science,2024-08-23,2024-06-22,Large,No,falan.chadha@hcltechnologies.com
Wipro,HR Specialist,"As an HR Specialist, you will be responsible for managing various aspects of human resources within the organization, including recruitment, employee relations, and HR policies. Your role involves working with employees and management to ensure that HR processes are efficient, effective, and aligned with organizational goals.

    You will be involved in the recruitment process, which includes developing job descriptions, posting job ads, screening resumes, and conducting interviews. Your responsibilities will also include managing employee relations, handling employee grievances, and providing support to employees on HR-related issues.

    Additionally, you will work on developing and implementing HR policies and procedures, ensuring compliance with labor laws and regulations, and maintaining accurate employee records. You will also be involved in coordinating training and development programs, conducting performance reviews, and managing employee benefits.

    Your role will require strong communication and interpersonal skills, as well as a solid understanding of HR practices and labor laws. Proficiency in HR software and tools, such as HRIS, will be valuable in managing HR processes and maintaining accurate records.

    By effectively managing HR processes and supporting employees, you will play a key role in fostering a positive work environment and contributing to the organization’s success.","Employee Relations, Training and Development, Recruitment, HR Policies, Compliance",Mid-Level,Siddharth Jain,3.8930300694485647,1014000,Vadodara,Part-Time,Mid-Level,BTech in IT,2024-08-12,2024-07-14,Medium,Yes,aishani.borah@wipro.com
Larsen & Toubro,Product Manager,"As a Product Manager, you will be responsible for overseeing the development, launch, and lifecycle of products within the organization. Your role involves coordinating with various teams, including engineering, marketing, and sales, to ensure that products are delivered successfully and meet market demands.

    You will lead the product development process from concept to launch, which includes conducting market research to identify customer needs and industry trends, defining product requirements, and creating detailed product roadmaps. Your responsibilities will involve working closely with stakeholders to prioritize features, set milestones, and manage the product backlog to ensure that development efforts align with business goals.

    Additionally, you will be responsible for monitoring product performance, gathering user feedback, and analyzing market data to make informed decisions about product enhancements and improvements. You will collaborate with marketing teams to develop go-to-market strategies, create product messaging, and support promotional activities to drive product adoption and growth.

    Your role will also include managing the product lifecycle, which involves overseeing product releases, coordinating with support teams to address customer issues, and making strategic decisions about product updates and discontinuation. Strong project management skills, strategic thinking, and the ability to communicate effectively with both technical and non-technical stakeholders will be essential for success in this role.

    You will be expected to stay up-to-date with industry trends and competitive landscape, leveraging your knowledge to drive innovation and ensure that products remain relevant and competitive in the market. Your role as a Product Manager will be instrumental in delivering high-impact products that contribute to the organization’s success and meet the needs of its customers.","Market Research, Cross-Functional Collaboration, Project Management",Mid-Level,Swati Patel,4.504208212499781,1480000,Mumbai,Part-Time,Mid-Level,BTech in CS,2024-05-26,2024-08-22,Small,Yes,omaja.viswanathan@larsen&toubro.com
Tata Consultancy Services,Web Developer,"As a Web Developer, you will be responsible for creating and maintaining websites and web applications that are functional, user-friendly, and visually appealing. Your role involves working with various technologies and programming languages to build responsive and interactive web solutions that meet user needs and business objectives.

    You will be involved in the entire web development process, including designing and implementing user interfaces, developing backend functionality, and ensuring cross-browser and cross-device compatibility. Your responsibilities will include writing clean, efficient code using technologies such as HTML, CSS, JavaScript, and various frameworks and libraries.

    Additionally, you will collaborate with designers and other developers to translate design concepts into functional web pages, optimize website performance, and troubleshoot and resolve issues. You will also work on integrating web applications with backend services, APIs, and databases to create cohesive and dynamic web experiences.

    Your role will require strong problem-solving skills, creativity, and attention to detail. Familiarity with version control systems (such as Git), content management systems (such as WordPress), and responsive design principles will be important for effectively managing your work and delivering high-quality web solutions.

    By leveraging your skills and expertise, you will play a key role in developing engaging and effective web applications that enhance user experience and contribute to the success of the organization’s online presence.","JavaScript, React, CSS",Mid-Level,Anjali Verma,3.700919438626341,697500,Noida,Full-Time,Mid-Level,BTech in CS,2024-07-08,2024-04-22,Large,Yes,gautam.goswami@tataconsultancyservices.com
HCL Technologies,Data Scientist,"As a Data Scientist, you will play a pivotal role in harnessing the power of data to drive business decisions and strategies. Your primary responsibility will be to analyze and interpret complex data sets, which involves using advanced statistical techniques, machine learning algorithms, and data mining methods to uncover actionable insights. You will work closely with various departments, including marketing, finance, and operations, to understand their data needs and deliver solutions that enhance decision-making processes.

    In this role, you will be expected to develop and deploy predictive models that forecast trends, behaviors, and outcomes. This includes feature engineering, model selection, and hyperparameter tuning to achieve optimal performance. Your analytical skills will be critical in identifying patterns and correlations within large data sets, which will inform strategic business initiatives and operational improvements.

    Additionally, you will create comprehensive reports and visualizations to communicate your findings to stakeholders in a clear and compelling manner. This involves translating complex technical concepts into actionable business recommendations and presenting your insights in a way that is understandable and relevant to non-technical audiences. Collaboration with data engineers and IT teams will also be part of your responsibilities to ensure the seamless integration of data systems and tools.

    You will be working with a variety of data sources and technologies, including SQL databases, big data platforms (such as Hadoop or Spark), and programming languages like Python or R. A strong understanding of statistical analysis, data wrangling, and machine learning techniques is essential for success in this role. Moreover, staying up-to-date with industry trends and advancements in data science will be crucial in continuously improving your skills and delivering high-quality results.

    Your role as a Data Scientist will require strong problem-solving abilities, critical thinking, and a passion for working with data to drive business success. By leveraging your expertise, you will contribute significantly to the organization's data-driven strategy and overall growth.","Data Visualization, Statistics, Machine Learning",Senior,Kavita Joshi,4.654696100710986,900000,Ahmedabad,Contract,Senior,MSc in Data Science,2024-08-14,2024-02-12,Large,Yes,qarin.sachar@hcltechnologies.com
HCL Technologies,DevOps Engineer,"As a DevOps Engineer, you will be responsible for bridging the gap between development and operations by automating and optimizing deployment processes and managing infrastructure. Your role involves implementing and maintaining continuous integration and continuous delivery (CI/CD) pipelines, configuring and managing cloud-based infrastructure, and ensuring the reliability and scalability of systems.

    You will work closely with development teams to automate build and deployment processes, streamline software releases, and reduce manual intervention. This includes creating and managing scripts for automated deployments, monitoring system performance, and troubleshooting issues to ensure smooth and efficient operations.

    Additionally, you will be involved in managing infrastructure-as-code (IaC) using tools such as Terraform or Ansible, and ensuring the security and compliance of systems through effective configuration management and monitoring. You will also work on implementing and managing containerization technologies like Docker and Kubernetes to support scalable and resilient applications.

    Your role will require strong problem-solving skills, expertise in scripting languages (such as Bash or Python), and familiarity with cloud platforms (such as AWS, Azure, or Google Cloud). You will also need to stay current with industry trends and best practices in DevOps to continuously improve processes and adopt new technologies.

    Collaboration with development, operations, and IT security teams will be essential to ensure that DevOps practices are integrated effectively into the software development lifecycle. By optimizing deployment processes and managing infrastructure, you will play a crucial role in delivering high-quality software products and ensuring their reliable operation.","Scripting, Docker, Kubernetes, Linux, CI/CD",Entry-Level,Amitabh Bachchan,3.176859576436886,792000,Mumbai,Part-Time,Entry-Level,MBA,2024-02-25,2024-03-21,Small,Yes,mekhala.bail@hcltechnologies.com
HCL Technologies,QA Engineer,"As a QA Engineer, you will be responsible for ensuring the quality and reliability of software applications by conducting thorough testing and validation processes. Your role involves developing test plans, executing test cases, and identifying defects to ensure that software products meet specified requirements and standards.

    You will work closely with development teams to understand project requirements and create comprehensive test strategies that cover functional, regression, performance, and security testing. Your responsibilities will include writing and executing manual and automated test cases, reporting defects, and collaborating with developers to resolve issues.

    Additionally, you will be involved in setting up and maintaining test environments, using testing tools and frameworks to automate test processes, and continuously improving testing methodologies. You will also participate in code reviews, provide feedback on design and functionality, and ensure that testing is integrated into the development lifecycle from the early stages.

    Your role will require strong analytical skills, attention to detail, and proficiency in testing tools and frameworks such as Selenium, JUnit, or TestNG. Familiarity with software development methodologies, such as Agile or Scrum, will also be beneficial in effectively collaborating with cross-functional teams.

    By ensuring the quality and stability of software products, you will play a critical role in delivering high-quality solutions that meet user expectations and contribute to the organization’s success.","Performance Testing, Bug Tracking, Manual Testing",Mid-Level,Amit Sharma,3.5856570486510146,625000,Pune,Full-Time,Mid-Level,MSc in Data Science,2024-01-07,2024-03-23,Large,No,ridhi.kaul@hcltechnologies.com
HCL Technologies,Network Engineer,"As a Network Engineer, you will be responsible for designing, implementing, and managing network infrastructure to ensure reliable and secure connectivity across the organization. Your role involves configuring and maintaining network hardware, such as routers, switches, and firewalls, and ensuring that network systems operate efficiently and securely.

    You will work on designing network architectures, including local area networks (LANs), wide area networks (WANs), and virtual private networks (VPNs), to support organizational operations and connectivity needs. Your responsibilities will also include monitoring network performance, identifying and resolving connectivity issues, and implementing network security measures to protect against cyber threats.

    Additionally, you will collaborate with other IT professionals to integrate network systems with existing infrastructure, support network-related projects, and ensure that network solutions align with business requirements. You will also be involved in planning and executing network upgrades, migrations, and expansions to accommodate growing organizational needs.

    Your role will require strong technical skills in networking protocols, such as TCP/IP, and experience with network management tools and technologies. Familiarity with network security best practices, as well as certification in networking technologies (such as Cisco CCNA or CompTIA Network+), will be valuable assets in this role.

    By ensuring the reliability, security, and performance of network infrastructure, you will play a crucial role in supporting the organization’s connectivity and communication needs and enabling efficient and secure network operations.","Networking, Network Security, Cisco",Entry-Level,Amit Sharma,4.800990031803608,684000,Ahmedabad,Full-Time,Entry-Level,MSc in Data Science,2024-05-09,2024-04-28,Small,Yes,nicholas.pant@hcltechnologies.com
Larsen & Toubro,Database Administrator,"As a Database Administrator, you will be responsible for managing and maintaining database systems to ensure their performance, security, and availability. Your role involves configuring and optimizing database servers, performing regular backups and recovery operations, and monitoring database performance to identify and resolve issues.

    You will work on designing and implementing database architectures, including schema design, indexing strategies, and partitioning techniques, to support efficient data storage and retrieval. Your responsibilities will also include managing database security, including user access controls, encryption, and compliance with data protection regulations.

    Additionally, you will be involved in troubleshooting and resolving database-related issues, such as performance bottlenecks, data corruption, or connectivity problems. This includes performing routine maintenance tasks, such as applying patches and updates, and ensuring that databases are running smoothly and securely.

    Your role will require proficiency in database management systems, such as Oracle, SQL Server, MySQL, or PostgreSQL, as well as experience with backup and recovery tools, performance tuning, and query optimization. Strong problem-solving skills and a solid understanding of database principles and best practices will be essential for success in this role.

    By ensuring the reliability, security, and performance of database systems, you will play a critical role in supporting the organization’s data management needs and enabling effective data-driven decision-making.","SQL, Security, Database Management",Senior,Siddharth Jain,3.177389003817165,905000,Noida,Part-Time,Senior,BTech in IT,2024-04-28,2024-06-09,Small,Yes,max.chadha@larsen&toubro.com
